"id","user_id","news_id","date","headline_sentiment","headline_polarity","sentence1_sentiment","sentence1_polarity","sentence2_sentiment","sentence2_polarity","sentence3_sentiment","sentence3_polarity","general_sentiment","general_polarity"
"552","25","712","2025-06-30 01:21:33.92797","7","3","6","1","7","3","1","1","7","3"
"553","25","1428","2025-06-30 01:23:06.533953","7","3","7","3","1","1","1","1","5","3"
"554","25","2194","2025-06-30 01:24:06.44034","1","1","6","1","1","1","5","3","1","1"
"555","25","120","2025-06-30 01:26:13.039197","3","3","3","3","3","3","1","1","3","3"
"556","24","1885","2025-06-30 02:00:25.849091","6","2","6","1","1","1","7","3","6","1"
"557","24","923","2025-06-30 02:05:14.855671","2","3","2","3","6","1","1","1","1","1"
"558","24","1597","2025-06-30 02:14:09.939633","7","3","2","3","2","2","1","1","2","2"
"559","24","2710","2025-06-30 02:21:51.76097","6","3","6","3","5","3","5","1","5","3"
"560","24","2981","2025-06-30 02:25:35.197482","1","1","1","1","1","1","1","1","1","1"
"561","24","168","2025-06-30 02:31:05.211041","4","3","4","3","5","3","4","3","4","3"
"562","24","2132","2025-06-30 02:38:25.713758","6","2","8","2","8","2","5","3","5","3"
"563","24","510","2025-06-30 02:41:19.25686","8","2","1","1","2","3","1","1","1","1"
"564","24","3717","2025-06-30 02:43:23.267276","1","1","6","1","2","3","1","1","1","1"
"565","24","821","2025-06-30 02:48:41.186975","4","3","5","3","5","3","5","3","5","3"
"566","24","490","2025-06-30 02:50:20.299387","6","2","6","2","1","1","1","1","1","1"
"567","24","142","2025-06-30 04:30:48.974728","1","1","1","1","1","1","1","1","1","1"
"568","24","4078","2025-06-30 04:32:53.141067","6","2","1","1","1","1","1","1","1","1"
"569","24","203","2025-06-30 04:34:17.013728","1","1","2","3","1","1","1","1","1","1"
"570","24","2929","2025-06-30 04:36:20.012889","1","1","1","1","1","1","6","2","1","1"
"571","24","4743","2025-06-30 04:38:05.001189","2","3","2","3","2","3","2","3","2","3"
"572","24","1250","2025-06-30 04:40:07.420589","3","3","3","3","4","3","1","1","3","3"
"573","24","4477","2025-06-30 04:43:07.508212","6","1","6","1","2","3","6","1","6","1"
"574","24","738","2025-06-30 04:48:57.538507","5","3","5","3","5","3","6","1","5","3"
"575","24","2905","2025-06-30 04:53:38.352196","5","3","5","3","1","1","4","2","5","3"
"576","24","4715","2025-06-30 04:55:15.47243","2","3","2","3","2","3","5","3","2","3"
"577","24","3402","2025-06-30 04:57:41.953245","6","1","1","1","1","1","5","3","1","1"
"578","24","1938","2025-06-30 04:59:46.026976","5","3","5","3","1","1","5","3","5","3"
"579","24","297","2025-06-30 05:03:34.250422","6","3","6","3","5","2","4","3","4","3"
"580","24","4156","2025-06-30 05:09:09.062964","6","2","8","2","2","3","6","3","6","3"
"581","1","3971","2025-06-30 12:20:34.470612","1","1","1","1","2","3","8","2","1","1"
"582","1","3137","2025-06-30 12:37:16.882331","1","1","1","1","1","1","8","1","1","1"
"583","1","3639","2025-06-30 12:59:37.145416","4","3","7","3","2","3","2","3","2","3"
"584","1","2952","2025-06-30 13:48:47.723614","6","1","2","3","1","1","1","1","1","1"
"585","1","3529","2025-06-30 13:54:07.49108","6","1","1","1","1","1","8","2","1","1"
"586","27","3104","2025-06-30 13:59:17.0606","5","2","1","1","1","1","5","2","1","1"
"587","27","1086","2025-06-30 14:01:41.51659","8","2","5","3","5","3","1","1","5","3"
"588","27","1277","2025-06-30 14:02:38.541159","1","1","1","1","1","1","5","2","1","1"
"589","27","2024","2025-06-30 14:03:33.373159","1","1","1","1","1","1","5","3","1","1"
"590","14","4756","2025-06-30 14:04:48.782549","2","3","2","3","8","1","8","3","2","3"
"591","27","648","2025-06-30 14:05:23.092525","1","1","1","1","5","3","2","3","5","2"
"592","14","3422","2025-06-30 14:06:40.974129","2","3","2","3","8","2","8","2","2","3"
"593","14","1391","2025-06-30 14:13:12.086468","8","3","8","3","8","1","8","2","8","3"
"594","14","4376","2025-06-30 14:17:21.880791","8","3","2","3","8","3","5","3","8","3"
"595","14","2086","2025-06-30 14:21:25.179051","1","1","1","1","5","3","8","1","1","1"
"596","14","3462","2025-06-30 14:25:12.485128","1","1","1","1","8","3","5","3","5","3"
"597","28","2505","2025-06-30 14:25:32.793399","1","1","1","2","1","2","5","3","1","2"
"598","14","2210","2025-06-30 14:26:59.344213","1","1","1","1","1","1","8","2","1","1"
"599","28","4019","2025-06-30 14:27:48.100721","6","1","6","2","1","1","1","2","6","1"
"600","14","323","2025-06-30 14:30:08.292747","1","1","1","1","8","1","1","1","1","1"
"601","28","2440","2025-06-30 14:30:44.215718","4","3","4","3","7","3","1","1","4","3"
"602","14","4242","2025-06-30 14:32:54.697211","8","3","8","3","8","1","5","2","8","3"
"603","28","2243","2025-06-30 14:33:17.708122","6","2","6","2","1","1","1","2","6","2"
"604","14","873","2025-06-30 14:35:03.117376","8","2","8","1","1","1","1","1","1","1"
"605","28","1437","2025-06-30 14:35:50.88673","3","3","4","3","4","3","4","3","4","3"
"606","14","4688","2025-06-30 14:37:13.543614","2","3","2","3","8","1","2","3","2","3"
"607","14","4531","2025-06-30 14:38:47.441786","8","2","8","2","8","2","8","2","8","2"
"608","28","339","2025-06-30 14:39:12.188101","4","2","4","2","8","2","1","1","5","2"
"609","28","1634","2025-06-30 14:48:53.372245","2","3","1","1","8","2","2","3","6","2"
"610","28","4511","2025-06-30 14:50:26.813333","4","3","4","3","4","3","2","3","4","3"
"611","27","396","2025-06-30 14:50:40.852902","2","2","2","3","2","3","2","3","2","3"
"612","28","3706","2025-06-30 14:51:44.047979","1","1","1","1","1","1","5","2","1","1"
"613","28","2136","2025-06-30 14:53:41.363859","2","3","2","3","6","1","1","1","2","3"
"614","28","519","2025-06-30 14:55:14.76419","6","1","1","1","1","1","2","3","1","1"
"615","27","4266","2025-06-30 14:56:21.812072","8","2","1","1","1","1","5","3","1","1"
"616","28","4483","2025-06-30 14:56:48.370652","2","3","2","3","2","3","2","3","2","3"
"617","28","671","2025-06-30 14:57:51.002205","1","1","6","1","1","1","1","1","1","1"
"618","27","4243","2025-06-30 14:58:13.254196","5","3","5","3","5","3","5","3","5","3"
"619","28","3311","2025-06-30 14:59:26.278088","4","1","4","3","4","3","5","3","4","3"
"620","27","4697","2025-06-30 15:00:11.885125","2","3","2","3","2","3","5","3","2","3"
"621","27","2280","2025-06-30 15:02:01.524561","1","1","1","1","1","1","5","3","1","1"
"622","28","3177","2025-06-30 15:02:27.721639","1","1","4","2","1","1","1","1","1","1"
"623","27","143","2025-06-30 15:03:29.249991","1","2","1","1","1","1","1","1","1","1"
"624","28","3256","2025-06-30 15:05:01.988671","8","2","8","2","8","2","8","2","8","2"
"625","28","594","2025-06-30 15:05:57.736617","1","1","1","1","1","1","1","1","1","1"
"626","27","4646","2025-06-30 15:06:43.325623","5","2","5","2","5","2","5","2","5","2"
"627","28","255","2025-06-30 15:06:45.493867","6","1","6","1","1","1","1","1","1","1"
"628","28","3122","2025-06-30 15:08:14.245766","1","1","1","1","1","1","4","2","1","1"
"629","27","2473","2025-06-30 15:08:56.683981","1","1","1","1","1","2","1","2","1","1"
"630","28","3433","2025-06-30 15:10:18.345227","4","3","3","3","2","3","5","2","4","3"
"631","28","4495","2025-06-30 15:22:38.040349","5","3","5","3","2","3","5","3","5","3"
"632","28","4355","2025-06-30 15:26:43.869767","2","3","2","3","2","3","4","3","2","3"
"633","28","163","2025-06-30 15:27:26.188589","1","1","1","1","1","1","1","1","1","1"
"634","28","2878","2025-06-30 15:28:21.973141","1","1","1","1","5","2","5","3","1","1"
"635","28","656","2025-06-30 15:29:24.8862","1","1","1","1","8","2","1","1","1","1"
"636","28","199","2025-06-30 15:30:49.544446","1","1","1","1","5","2","5","2","1","1"
"637","28","236","2025-06-30 15:31:58.292297","1","1","1","1","5","2","6","2","1","2"
"638","28","3166","2025-06-30 15:33:12.831454","8","2","6","1","5","2","1","1","6","1"
"639","28","2741","2025-06-30 15:34:09.890142","5","3","5","2","5","3","1","1","5","2"
"640","28","4281","2025-06-30 15:35:35.833347","5","2","5","3","5","3","4","2","5","3"
"641","28","4679","2025-06-30 15:36:50.21671","5","2","5","2","8","2","1","1","5","2"
"642","27","3840","2025-06-30 16:32:18.542168","1","1","1","1","1","1","1","1","1","1"
"643","27","2974","2025-06-30 16:33:33.207115","8","2","8","2","1","2","1","2","1","2"
"644","27","4312","2025-06-30 16:35:05.669314","5","3","4","3","5","3","5","3","5","3"
"645","27","1659","2025-06-30 16:37:38.884553","5","2","1","1","1","1","1","1","1","1"
"646","27","1304","2025-06-30 16:39:36.855771","8","2","8","2","8","2","2","3","8","2"
"647","27","3613","2025-06-30 16:41:34.266973","8","2","5","3","5","2","5","3","5","3"
"648","27","341","2025-06-30 16:43:08.835999","8","2","8","2","1","1","8","2","8","2"
"649","22","2996","2025-06-30 16:43:55.427515","6","2","5","2","1","1","1","1","1","1"
"650","27","1023","2025-06-30 16:44:49.120368","1","1","1","1","8","2","8","2","1","1"
"651","27","3690","2025-06-30 16:46:22.300513","1","1","8","2","5","3","1","1","1","1"
"652","22","504","2025-06-30 16:46:57.047495","5","2","5","2","6","1","5","2","5","2"
"653","27","4364","2025-06-30 16:47:29.069231","1","1","1","1","2","2","5","3","1","1"
"654","27","3211","2025-06-30 16:49:46.046879","8","2","8","3","8","1","1","1","8","2"
"655","27","2346","2025-06-30 16:50:50.187996","1","1","1","1","1","1","8","2","1","1"
"656","27","3062","2025-06-30 16:52:12.707794","5","2","1","1","5","3","1","1","1","1"
"657","27","4419","2025-06-30 16:53:43.574789","2","3","2","3","2","3","2","3","2","3"
"658","1","4106","2025-06-30 16:53:50.083647","5","3","2","3","5","3","2","3","5","3"
"659","27","2157","2025-06-30 16:55:16.471535","8","2","8","2","8","2","5","3","5","3"
"660","1","1849","2025-06-30 16:56:13.315289","5","3","2","3","6","3","2","3","2","3"
"661","27","3570","2025-06-30 16:57:28.352382","8","2","8","2","8","2","8","2","8","2"
"662","30","3283","2025-06-30 16:58:51.326271","1","1","1","1","1","1","1","1","1","1"
"663","27","3878","2025-06-30 17:00:40.518029","1","1","1","1","8","2","8","2","1","1"
"664","30","3530","2025-06-30 17:01:22.814242","5","3","8","2","2","3","8","2","8","2"
"665","1","2547","2025-06-30 17:02:43.394366","1","1","1","1","6","1","1","1","1","1"
"666","30","3297","2025-06-30 17:02:53.65348","1","1","1","1","1","1","1","1","1","1"
"667","1","380","2025-06-30 17:04:36.871474","6","2","5","2","5","3","1","1","8","2"
"668","30","4503","2025-06-30 17:05:46.050826","1","1","1","1","1","1","2","3","1","1"
"669","1","841","2025-06-30 17:07:38.442483","6","1","6","1","1","1","8","2","1","1"
"670","22","3073","2025-06-30 17:10:47.246975","6","2","6","2","1","1","5","2","6","2"
"671","30","251","2025-06-30 17:13:00.273249","8","2","1","1","5","3","8","2","5","3"
"672","22","4784","2025-06-30 17:16:03.664411","6","2","5","3","5","3","5","2","5","3"
"673","1","107","2025-06-30 17:16:44.415905","4","3","7","3","2","3","5","3","2","3"
"674","30","1115","2025-06-30 17:18:41.782348","2","3","2","3","1","1","1","1","2","3"
"675","22","3849","2025-06-30 17:19:06.05564","1","1","6","2","6","2","1","1","1","1"
"676","30","2261","2025-06-30 17:20:15.219413","8","2","8","2","8","2","8","2","8","2"
"677","1","1479","2025-06-30 17:22:41.11992","1","1","1","1","6","3","2","3","6","1"
"678","22","4585","2025-06-30 17:25:00.875676","5","2","5","3","5","2","5","3","5","3"
"679","33","2516","2025-06-30 17:29:09.098327","2","3","2","3","2","3","1","1","2","1"
"680","22","3624","2025-06-30 17:29:55.709146","5","2","5","1","1","1","6","2","5","2"
"681","31","2356","2025-06-30 17:30:11.10173","1","1","1","1","1","1","1","1","1","1"
"682","30","4795","2025-06-30 17:31:22.084037","1","1","1","1","2","3","6","2","1","1"
"683","22","3363","2025-06-30 17:31:27.866324","1","1","1","1","6","1","1","1","1","1"
"684","31","3872","2025-06-30 17:31:44.424057","5","3","5","3","5","3","5","3","5","3"
"685","31","4200","2025-06-30 17:33:09.093656","5","3","5","3","5","3","7","3","5","3"
"686","30","3169","2025-06-30 17:33:33.038201","1","1","1","1","8","2","1","1","1","1"
"687","33","1707","2025-06-30 17:33:42.554024","8","2","2","3","2","3","2","3","2","3"
"688","33","4814","2025-06-30 17:35:02.60198","1","1","1","1","5","3","5","3","1","1"
"689","31","1635","2025-06-30 17:35:53.888737","5","3","5","3","5","3","5","3","5","3"
"690","33","3894","2025-06-30 17:37:12.970694","1","1","1","1","1","1","1","1","1","1"
"691","33","4109","2025-06-30 17:38:32.210116","2","3","2","3","2","3","1","3","2","3"
"692","31","1013","2025-06-30 17:39:26.778061","5","3","5","3","7","3","8","3","5","3"
"693","30","3966","2025-06-30 17:39:30.4626","8","2","5","3","2","3","1","1","5","3"
"694","33","2782","2025-06-30 17:40:18.458452","1","2","1","1","1","1","1","1","1","1"
"695","33","3131","2025-06-30 17:41:24.33469","1","1","1","1","1","1","1","1","1","1"
"696","33","930","2025-06-30 17:42:42.718164","2","3","2","3","2","3","2","3","2","3"
"697","33","482","2025-06-30 17:43:23.380916","1","1","1","1","1","1","1","1","1","1"
"698","22","473","2025-06-30 17:44:44.492206","5","2","5","3","5","2","2","3","5","3"
"699","31","1751","2025-06-30 17:44:58.345635","5","3","5","3","5","3","5","3","5","3"
"700","33","4222","2025-06-30 17:45:16.937324","1","1","1","1","5","2","5","1","5","1"
"701","33","3224","2025-06-30 17:47:08.851789","2","3","5","3","5","3","5","3","5","3"
"702","33","2262","2025-06-30 17:48:13.362036","1","1","1","1","1","1","5","3","1","1"
"703","33","1971","2025-06-30 17:49:10.983629","1","1","1","1","1","1","5","3","1","1"
"704","33","3526","2025-06-30 17:49:54.726789","1","1","1","1","1","1","1","1","1","1"
"705","33","2271","2025-06-30 17:51:30.456554","5","3","2","3","5","3","5","3","5","3"
"706","33","3058","2025-06-30 17:52:13.435748","1","1","1","1","5","3","1","1","1","1"
"707","33","3889","2025-06-30 17:54:29.249491","1","1","1","1","5","3","5","3","1","1"
"708","22","1449","2025-06-30 17:54:42.977284","5","2","5","2","8","2","2","3","5","2"
"709","33","81","2025-06-30 17:55:34.04521","1","1","1","1","1","1","1","1","1","1"
"710","22","1799","2025-06-30 17:56:44.779862","6","2","6","1","6","2","6","1","6","1"
"711","33","2859","2025-06-30 17:57:16.135762","1","1","1","1","1","1","1","1","1","1"
"712","22","4250","2025-06-30 17:58:25.165421","5","3","2","3","2","3","5","3","5","3"
"713","33","3165","2025-06-30 17:58:32.845878","1","1","1","1","1","1","1","1","1","1"
"714","33","4731","2025-06-30 17:59:45.695479","2","3","2","3","2","3","2","3","2","3"
"715","33","2920","2025-06-30 18:00:34.979503","1","1","1","1","1","1","1","1","1","1"
"716","33","180","2025-06-30 18:01:51.07705","2","3","2","3","1","1","1","1","2","1"
"717","33","154","2025-06-30 18:02:43.824979","1","1","1","1","1","1","1","1","1","1"
"718","33","4233","2025-06-30 18:04:16.482675","1","1","1","1","1","1","5","2","1","1"
"719","33","4633","2025-06-30 18:05:48.608812","1","1","1","1","5","3","5","3","5","3"
"720","35","1589","2025-06-30 18:06:39.191804","5","3","5","3","5","2","1","2","5","2"
"721","33","3921","2025-06-30 18:08:00.391304","2","3","2","3","1","1","1","1","2","1"
"722","35","2655","2025-06-30 18:08:50.016116","6","2","2","3","3","3","8","2","2","3"
"723","33","2466","2025-06-30 18:09:28.238423","1","1","1","1","1","1","5","3","1","1"
"724","33","1071","2025-06-30 18:10:28.810804","2","3","2","3","5","3","5","3","5","3"
"725","33","942","2025-06-30 18:11:58.316978","1","1","1","1","1","1","1","1","1","1"
"726","35","4059","2025-06-30 18:12:01.967757","8","2","8","2","1","1","1","1","1","1"
"727","35","4199","2025-06-30 18:12:58.29088","1","1","1","1","8","2","1","1","1","1"
"728","33","1296","2025-06-30 18:14:27.389703","2","3","2","3","2","3","1","1","2","3"
"729","22","2915","2025-06-30 18:14:37.579732","5","2","5","2","5","3","5","2","5","2"
"730","35","733","2025-06-30 18:15:09.711755","1","1","8","2","1","2","8","2","8","2"
"731","35","2219","2025-06-30 18:17:04.636512","1","1","1","1","1","1","1","1","1","1"
"732","22","1444","2025-06-30 18:17:12.730335","1","1","6","1","1","1","1","1","1","1"
"733","35","3876","2025-06-30 18:19:28.516594","2","3","2","3","1","1","8","2","6","2"
"734","35","2599","2025-06-30 18:21:10.53526","2","3","6","2","1","1","7","2","6","3"
"735","35","1005","2025-06-30 18:23:54.341578","1","2","1","1","2","3","1","2","1","1"
"736","35","1544","2025-06-30 18:29:21.203745","1","1","1","1","1","1","1","1","1","1"
"737","22","4333","2025-06-30 18:54:22.368415","1","1","6","1","6","1","1","1","1","1"
"738","17","2049","2025-06-30 18:57:21.077032","6","1","1","1","1","1","5","3","1","1"
"739","17","792","2025-06-30 19:00:13.228775","8","2","8","2","6","3","8","1","8","2"
"740","17","4535","2025-06-30 19:02:24.772008","8","3","6","3","6","1","2","3","6","3"
"741","17","649","2025-06-30 19:05:36.376057","1","1","1","2","6","2","7","3","1","2"
"742","17","1571","2025-06-30 19:07:43.836725","4","3","5","2","5","2","7","3","5","3"
"743","17","3390","2025-06-30 19:09:10.178513","1","1","1","1","6","1","6","1","1","1"
"744","22","3616","2025-06-30 19:09:59.558275","5","2","5","3","5","2","5","3","5","3"
"745","17","1765","2025-06-30 19:11:17.988539","6","1","8","2","6","1","8","2","8","2"
"746","17","3568","2025-06-30 19:13:16.016178","5","3","5","3","7","3","5","3","5","3"
"747","17","2969","2025-06-30 19:15:00.244235","5","3","5","3","5","3","5","3","5","3"
"748","17","2932","2025-06-30 19:16:50.757144","8","2","7","2","6","2","8","1","6","2"
"749","22","2488","2025-06-30 19:17:37.36302","1","1","6","1","1","1","1","1","1","1"
"750","17","4187","2025-06-30 19:18:56.960541","6","3","6","1","8","2","6","2","6","2"
"751","22","813","2025-06-30 19:24:50.985532","2","3","2","3","1","1","1","1","2","3"
"752","22","3830","2025-06-30 19:26:38.892212","2","3","2","3","5","3","6","2","2","3"
"753","22","2159","2025-06-30 19:28:25.369914","1","1","1","1","1","1","1","2","1","1"
"754","22","41","2025-06-30 19:31:05.340228","6","2","6","1","6","1","5","2","6","1"
"755","22","1937","2025-06-30 19:35:29.976672","5","2","5","3","6","1","1","1","5","2"
"756","22","2638","2025-06-30 19:39:36.447724","5","2","6","1","1","1","6","2","6","1"
"757","22","2523","2025-06-30 19:42:47.365339","5","3","5","3","2","3","6","1","5","3"
"758","22","3088","2025-06-30 19:46:46.355524","5","3","5","3","5","2","5","3","5","3"
"759","17","4482","2025-06-30 19:49:08.402848","5","3","5","3","5","3","7","2","5","3"
"760","22","4218","2025-06-30 19:49:56.436045","5","3","2","3","2","3","2","3","2","3"
"761","17","1622","2025-06-30 19:51:19.659092","2","2","8","2","4","3","2","3","6","3"
"762","17","421","2025-06-30 19:54:20.169568","6","3","6","2","2","3","6","1","6","3"
"763","22","3269","2025-06-30 19:56:00.810706","6","1","6","3","5","3","5","3","5","3"
"764","22","325","2025-06-30 19:59:29.757433","5","2","2","3","2","3","5","3","5","3"
"765","17","889","2025-06-30 19:59:59.688321","4","2","8","2","6","2","8","2","8","2"
"766","22","3009","2025-06-30 20:02:36.947659","6","2","6","1","6","1","5","3","6","1"
"767","17","4505","2025-06-30 20:12:48.045397","8","2","8","2","7","2","8","2","7","2"
"768","17","2528","2025-06-30 20:14:36.595115","1","1","1","1","3","1","7","2","1","1"
"769","17","1591","2025-06-30 20:16:41.160715","5","2","5","3","7","3","5","3","5","3"
"770","17","408","2025-06-30 20:18:58.680881","8","2","6","2","2","1","6","1","6","1"
"771","22","1835","2025-06-30 20:21:05.520012","5","2","5","3","5","3","1","1","5","3"
"772","17","728","2025-06-30 20:24:22.148773","1","1","6","1","2","1","1","1","1","1"
"773","17","4552","2025-06-30 20:25:37.982971","5","3","5","3","2","3","8","2","5","3"
"774","17","2792","2025-06-30 20:27:03.7884","1","1","1","1","1","1","8","2","1","1"
"775","17","4620","2025-06-30 20:33:03.1459","5","2","7","2","7","3","7","3","7","3"
"776","17","2577","2025-06-30 20:34:43.638073","8","2","8","2","8","2","2","2","8","2"
"777","17","234","2025-06-30 20:40:41.143662","1","1","1","1","1","1","1","1","1","1"
"778","17","1754","2025-06-30 20:42:57.545662","2","3","2","3","6","3","6","3","6","3"
"779","17","1594","2025-06-30 20:44:36.436551","6","1","1","1","6","1","5","2","6","1"
"780","17","4261","2025-06-30 20:46:23.265628","1","1","6","3","5","3","5","3","5","3"
"781","17","3997","2025-06-30 20:47:52.194658","6","3","8","2","6","3","5","3","6","3"
"782","17","29","2025-06-30 20:49:52.147791","5","3","7","3","4","3","2","3","5","3"
"783","35","3404","2025-06-30 21:19:30.82507","1","1","1","1","6","2","1","2","1","2"
"784","35","3434","2025-06-30 21:22:33.706752","2","3","2","3","2","3","2","3","2","3"
"785","35","1281","2025-06-30 21:24:02.618667","1","1","1","1","1","1","1","2","1","1"
"786","35","1468","2025-06-30 21:27:21.307713","1","2","1","2","1","1","1","1","1","2"
"787","35","1503","2025-06-30 21:28:25.58978","1","1","1","1","1","1","1","1","1","1"
"788","35","4738","2025-06-30 21:30:18.724656","2","3","2","1","2","2","8","2","8","2"
"789","35","1524","2025-06-30 21:31:59.04683","2","3","2","3","8","2","1","1","1","2"
"790","35","978","2025-06-30 21:34:00.291903","8","2","8","2","1","2","2","2","8","2"
"791","35","90","2025-06-30 21:36:18.62042","1","1","8","2","8","2","1","1","8","2"
"792","35","2934","2025-06-30 21:38:02.465329","8","2","2","3","1","2","1","1","1","1"
"793","35","3432","2025-06-30 21:40:12.874595","1","1","1","1","1","2","1","2","1","2"
"794","35","2509","2025-06-30 21:42:02.060569","2","1","1","1","1","1","8","2","1","1"
"795","35","76","2025-06-30 21:44:37.013993","1","1","1","1","1","1","2","3","1","2"
"796","35","4160","2025-06-30 22:03:03.855428","2","3","2","3","2","3","2","3","2","3"
"797","35","4120","2025-06-30 22:04:29.571838","6","2","6","1","6","1","5","1","6","1"
"798","35","3231","2025-06-30 22:08:22.275777","8","2","8","2","8","2","6","1","8","2"
"799","35","55","2025-06-30 22:10:59.240207","6","2","8","2","1","1","1","1","1","1"
"800","35","4098","2025-06-30 22:14:15.686545","6","3","2","3","2","3","2","3","3","3"
"801","35","932","2025-06-30 22:16:05.550531","1","1","1","1","1","1","1","1","1","1"
"802","35","119","2025-06-30 22:17:48.660047","8","2","2","3","2","3","2","3","2","3"
"803","35","189","2025-06-30 22:19:25.808832","6","1","1","1","6","2","8","2","6","1"
"804","38","4124","2025-06-30 22:27:41.71125","5","3","1","1","8","2","1","1","8","1"
"805","38","1001","2025-06-30 22:34:32.244977","6","1","2","3","1","1","8","2","1","2"
"806","40","1614","2025-06-30 22:42:43.768045","5","3","4","3","5","2","2","3","2","3"
"807","40","724","2025-06-30 22:43:47.60711","1","2","1","3","6","2","7","3","5","3"
"808","40","2416","2025-06-30 22:44:23.118831","1","1","1","2","6","1","5","3","5","3"
"809","40","4696","2025-06-30 22:45:01.886655","6","3","1","2","2","3","5","3","2","2"
"810","40","3493","2025-06-30 22:45:38.073328","8","3","1","2","5","1","4","3","2","2"
"811","40","2399","2025-06-30 22:46:08.086611","2","1","2","3","4","1","8","1","3","3"
"812","40","2775","2025-06-30 22:46:45.12852","3","1","1","2","3","2","6","3","3","2"
"813","40","375","2025-06-30 22:47:13.809665","4","2","3","2","3","3","6","1","1","3"
"814","40","2517","2025-06-30 22:47:42.699351","1","1","1","2","7","2","2","2","7","2"
"815","40","2893","2025-06-30 22:48:09.023375","5","3","2","2","5","2","4","3","7","3"
"816","40","4693","2025-06-30 22:48:30.833659","8","3","4","3","1","3","1","2","7","3"
"817","40","496","2025-06-30 22:48:56.879065","4","3","4","1","6","1","5","3","6","3"
"818","40","3380","2025-06-30 22:49:25.507677","1","2","4","2","6","1","7","2","7","2"
"819","40","1111","2025-06-30 22:49:54.998623","4","3","2","3","1","1","2","2","1","3"
"820","40","4622","2025-06-30 22:50:22.441244","4","2","2","3","1","1","4","3","2","1"
"821","40","4427","2025-06-30 22:51:07.499278","3","2","6","3","1","1","4","2","4","1"
"822","40","1625","2025-06-30 22:51:32.78054","6","3","4","1","4","2","2","2","4","3"
"823","40","3937","2025-06-30 22:51:55.853194","4","3","5","3","6","2","3","3","2","3"
"824","40","419","2025-06-30 22:52:17.52164","5","3","5","3","6","2","3","3","2","2"
"825","40","838","2025-06-30 22:52:55.030239","6","3","2","1","3","1","3","3","6","2"
"826","40","51","2025-06-30 22:53:57.603299","3","3","7","3","4","2","1","3","4","2"
"827","40","4401","2025-06-30 22:54:28.488082","3","3","5","2","2","2","8","3","5","2"
"828","40","2566","2025-06-30 22:58:22.314348","4","3","2","3","4","3","8","2","5","3"
"829","40","1890","2025-06-30 22:59:50.15055","4","1","6","3","1","1","4","1","2","2"
"830","40","1375","2025-06-30 23:00:15.155143","1","3","4","1","4","2","1","1","2","3"
"831","40","2138","2025-06-30 23:01:34.711492","5","3","4","3","7","3","2","2","7","3"
"832","39","2453","2025-06-30 23:01:38.165261","4","3","5","1","6","2","6","1","5","2"
"833","39","219","2025-06-30 23:03:05.020376","1","3","5","2","5","2","7","3","5","3"
"834","39","4677","2025-06-30 23:03:38.201242","5","2","4","2","6","1","2","1","6","3"
"835","39","3382","2025-06-30 23:04:19.663524","4","3","5","2","5","2","2","2","6","3"
"836","40","2902","2025-06-30 23:05:33.490803","7","3","8","2","1","1","4","3","7","3"
"837","40","832","2025-06-30 23:06:10.862962","4","3","4","2","1","1","5","2","1","1"
"838","40","4126","2025-06-30 23:06:46.24768","8","2","1","2","2","3","4","2","8","3"
"839","40","4085","2025-06-30 23:07:15.055289","6","1","5","3","1","3","3","3","1","1"
"840","34","4565","2025-06-30 23:14:10.746196","6","2","6","2","6","2","6","2","6","2"
"841","34","2493","2025-06-30 23:15:57.610301","1","1","1","1","6","2","8","2","8","2"
"842","34","688","2025-06-30 23:16:50.685489","1","1","1","1","8","2","1","1","1","1"
"843","34","1463","2025-06-30 23:18:21.619737","6","2","8","2","8","2","5","2","8","2"
"844","34","3809","2025-06-30 23:19:14.337066","1","1","1","1","1","1","1","1","1","1"
"845","34","2017","2025-06-30 23:20:30.493694","8","2","1","1","1","1","1","1","1","1"
"846","34","3057","2025-06-30 23:21:42.398669","8","2","1","1","1","1","1","1","1","1"
"847","34","591","2025-06-30 23:22:56.008565","8","2","8","2","6","2","8","2","8","2"
"848","34","4555","2025-06-30 23:24:04.032322","2","3","2","3","2","3","2","3","2","3"
"849","34","4680","2025-06-30 23:25:15.554068","8","2","1","1","1","1","1","1","1","1"
"850","34","1511","2025-06-30 23:26:24.656476","8","2","1","1","1","1","1","1","1","1"
"851","34","4384","2025-06-30 23:27:55.106058","2","3","2","3","2","3","2","3","2","3"
"852","34","3703","2025-06-30 23:29:46.36206","2","3","2","3","2","3","2","3","2","3"
"853","34","3650","2025-06-30 23:31:27.169634","2","3","2","3","2","3","2","3","2","3"
"854","34","3082","2025-06-30 23:32:32.866254","1","1","2","3","8","2","2","3","2","3"
"855","34","298","2025-06-30 23:33:42.88909","8","2","1","1","1","1","1","1","1","1"
"856","34","702","2025-06-30 23:34:25.21837","8","2","8","2","8","2","8","2","8","2"
"857","41","2315","2025-06-30 23:43:38.889616","1","1","2","3","1","2","1","1","1","1"
"858","41","2506","2025-06-30 23:45:57.602275","1","1","1","1","1","1","1","1","1","1"
"859","41","1916","2025-06-30 23:48:57.978308","1","1","1","1","1","1","5","2","1","1"
"860","41","2455","2025-06-30 23:49:57.381212","1","1","1","1","1","1","1","1","1","1"
"861","41","2582","2025-06-30 23:51:14.39488","1","1","1","1","1","2","1","1","1","1"
